time,mode,event,details
2026-09-15T22:30:39.374058,live,submitted,"{""key"": ""signal/2026-09-15T22:30:36/966"", ""detail"": ""已送出賣出 TMF 1 口委託"", ""signal"": {""net_position"": -2, ""positions"": {""CFC07m"": -1, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": -1, ""CFCTX22m"": 0, ""CFCTX23m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-15T22:30:36/966"", ""strategy_code"": ""CFCTX16m"", ""strategy_name"": ""財神列車16號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": -1}}"
2026-09-15T22:53:27.750773,live,submitted,"{""key"": ""signal/2026-09-15T22:53:25/967"", ""detail"": ""已送出賣出 TMF 1 口委託"", ""signal"": {""net_position"": -2, ""positions"": {""CFC07m"": -1, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": -1, ""CFCTX22m"": 0, ""CFCTX23m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-15T22:53:25/967"", ""strategy_code"": ""CFCTX22m"", ""strategy_name"": ""財神列車22號"", ""signal_previous_position"": 1, ""previous_position"": 1, ""new_position"": 0}}"
2026-09-16T01:00:04.185925,live,no_order_needed,"{""key"": ""2026-09-16T01:00:00/flat"", ""detail"": ""查詢庫存為空手，無需送單"", ""signal"": null}"
2026-09-16T05:05:01.875062,live,daily_reset,"{""previous_positions"": {""CFC07m"": -1, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 1, ""CFCTX20m"": 0, ""CFCTX21m"": 1, ""CFCWIN01m"": -1, ""CFCPW3m"": 1, ""CFCCPm"": 0, ""CFCTX16m"": -1, ""CFCTX22m"": 0, ""CFCTX23m"": 1}, ""cycle"": ""2026-09-16T01:00:00"", ""confirmed_flat"": true}"
2026-09-16T08:53:03.122438,live,submitted,"{""key"": ""signal/2026-09-16T08:52:59/969"", ""detail"": ""已送出買進 TMF 1 口委託"", ""signal"": {""net_position"": 1, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 1, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-16T08:52:59/969"", ""strategy_code"": ""CFCCPm"", ""strategy_name"": ""財神列車6號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": 1}}"
2026-09-16T08:53:06.333922,live,submitted,"{""key"": ""signal/2026-09-16T08:53:02/970"", ""detail"": ""已送出買進 TMF 1 口委託"", ""signal"": {""net_position"": 2, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 1, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 1, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-16T08:53:02/970"", ""strategy_code"": ""CFCTX18m"", ""strategy_name"": ""財神列車18號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": 1}}"
2026-09-16T09:05:06.715837,live,signal_no_change,"{""signal"": ""2026-09-16T09:05:06/971"", ""strategy_code"": ""CFC07m""}"
2026-09-16T10:15:04.550702,live,signal_position_limit,"{""signal"": ""2026-09-16T10:15:04/972"", ""strategy_code"": ""CFCWIN01m"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 2}"
2026-09-16T11:02:53.823103,live,signal_position_limit,"{""signal"": ""2026-09-16T11:02:53/973"", ""strategy_code"": ""CFCTX17m"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 2}"
2026-09-16T11:30:03.628585,live,signal_position_limit,"{""signal"": ""2026-09-16T11:30:03/974"", ""strategy_code"": ""CFC07m"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 2}"
2026-09-16T11:36:06.783961,live,signal_position_limit,"{""signal"": ""2026-09-16T11:36:05/975"", ""strategy_code"": ""CFCTX16m"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 2}"
2026-09-16T12:15:07.419072,live,signal_no_change,"{""signal"": ""2026-09-16T12:15:06/976"", ""strategy_code"": ""CFCPW3m""}"
2026-09-16T12:30:25.120865,live,signal_no_change,"{""signal"": ""2026-09-16T12:30:24/977"", ""strategy_code"": ""CFCTX21m""}"
2026-09-16T12:40:26.872191,live,submitted,"{""key"": ""signal/2026-09-16T12:40:24/978"", ""detail"": ""已送出賣出 TMF 1 口委託"", ""signal"": {""net_position"": 5, ""positions"": {""CFC07m"": 1, ""CFCTX17m"": 1, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 1, ""CFCPW3m"": 0, ""CFCCPm"": 1, ""CFCTX16m"": 1, ""CFCTX22m"": 0, ""CFCTX23m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-16T12:40:24/978"", ""strategy_code"": ""CFCTX18m"", ""strategy_name"": ""財神列車18號"", ""signal_previous_position"": 1, ""previous_position"": 1, ""new_position"": 0}}"
2026-09-16T12:45:04.754577,live,signal_no_change,"{""signal"": ""2026-09-16T12:45:04/979"", ""strategy_code"": ""CFCTX19m""}"
2026-09-16T12:55:03.255040,live,signal_no_change,"{""signal"": ""2026-09-16T12:55:03/980"", ""strategy_code"": ""CFCTX23m""}"
2026-09-16T13:00:03.283358,live,signal_no_change,"{""signal"": ""2026-09-16T13:00:02/981"", ""strategy_code"": ""CFCWIN01m""}"
2026-09-16T13:00:06.911934,live,submitted,"{""key"": ""signal/2026-09-16T13:00:05/982"", ""detail"": ""已送出賣出 TMF 1 口委託"", ""signal"": {""net_position"": 3, ""positions"": {""CFC07m"": 1, ""CFCTX17m"": 1, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 1, ""CFCTX22m"": 0, ""CFCTX23m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-16T13:00:05/982"", ""strategy_code"": ""CFCCPm"", ""strategy_name"": ""財神列車6號"", ""signal_previous_position"": 1, ""previous_position"": 1, ""new_position"": 0}}"
2026-09-16T13:00:07.937538,live,signal_no_change,"{""signal"": ""2026-09-16T13:00:07/983"", ""strategy_code"": ""CFCTX17m""}"
2026-09-16T13:07:33.686811,live,signal_no_change,"{""signal"": ""2026-09-16T13:07:32/984"", ""strategy_code"": ""CFC07m""}"
2026-09-16T13:07:35.726301,live,signal_no_change,"{""signal"": ""2026-09-16T13:07:35/985"", ""strategy_code"": ""CFCTX16m""}"
2026-09-16T22:07:41.865052,live,submitted,"{""key"": ""signal/2026-09-16T22:07:37/986"", ""detail"": ""已送出買進 TMF 1 口委託"", ""signal"": {""net_position"": 1, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 1, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-16T22:07:37/986"", ""strategy_code"": ""CFCWIN01m"", ""strategy_name"": ""智能引擎1號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": 1}}"
2026-09-16T22:22:36.373853,live,submitted,"{""key"": ""signal/2026-09-16T22:22:34/987"", ""detail"": ""已送出買進 TMF 1 口委託"", ""signal"": {""net_position"": 2, ""positions"": {""CFC07m"": 1, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 1, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-16T22:22:34/987"", ""strategy_code"": ""CFC07m"", ""strategy_name"": ""財神列車7號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": 1}}"
2026-09-16T22:22:46.558237,live,signal_position_limit,"{""signal"": ""2026-09-16T22:22:46/988"", ""strategy_code"": ""CFCTX16m"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 2}"
2026-09-17T01:00:01.951550,live,no_order_needed,"{""key"": ""2026-09-17T01:00:00/flat"", ""detail"": ""查詢庫存為空手，無需送單"", ""signal"": null}"
2026-09-17T05:05:03.350118,live,daily_reset,"{""previous_positions"": {""CFC07m"": 1, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 1, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""cycle"": ""2026-09-17T01:00:00"", ""confirmed_flat"": true}"
2026-09-17T09:15:09.472462,live,submitted,"{""key"": ""signal/2026-09-17T09:15:04/993"", ""detail"": ""已送出買進 TMF 1 口委託"", ""signal"": {""net_position"": 1, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 1, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-17T09:15:04/993"", ""strategy_code"": ""CFCPW3m"", ""strategy_name"": ""新財神列車3號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": 1}}"
2026-09-17T09:22:33.774366,live,submitted,"{""key"": ""signal/2026-09-17T09:22:32/994"", ""detail"": ""已送出買進 TMF 1 口委託"", ""signal"": {""net_position"": 2, ""positions"": {""CFC07m"": 1, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 1, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-17T09:22:32/994"", ""strategy_code"": ""CFC07m"", ""strategy_name"": ""財神列車7號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": 1}}"
2026-09-17T09:23:08.312887,live,signal_position_limit,"{""signal"": ""2026-09-17T09:23:07/995"", ""strategy_code"": ""CFCTX16m"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 2}"
2026-09-17T10:24:34.118019,live,signal_no_change,"{""signal"": ""2026-09-17T10:24:33/996"", ""strategy_code"": ""CFCWIN01m""}"
2026-09-17T10:28:18.016076,live,submitted,"{""key"": ""signal/2026-09-17T10:28:15/997"", ""detail"": ""已送出賣出 TMF 1 口委託"", ""signal"": {""net_position"": 2, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 1, ""CFCCPm"": 0, ""CFCTX16m"": 1, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-17T10:28:15/997"", ""strategy_code"": ""CFC07m"", ""strategy_name"": ""財神列車7號"", ""signal_previous_position"": 1, ""previous_position"": 1, ""new_position"": 0}}"
2026-09-17T12:37:37.857900,live,submitted,"{""key"": ""signal/2026-09-17T12:37:35/998"", ""detail"": ""已送出買進 TMF 1 口委託"", ""signal"": {""net_position"": 3, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 1, ""CFCCPm"": 0, ""CFCTX16m"": 1, ""CFCTX22m"": 1, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-17T12:37:35/998"", ""strategy_code"": ""CFCTX22m"", ""strategy_name"": ""財神列車22號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": 1}}"
2026-09-17T12:52:33.869520,live,signal_position_limit,"{""signal"": ""2026-09-17T12:52:33/999"", ""strategy_code"": ""CFC07m"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 2}"
2026-09-17T12:53:07.394524,live,signal_position_limit,"{""signal"": ""2026-09-17T12:53:07/1000"", ""strategy_code"": ""CFCTX16m"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 2}"
2026-09-17T18:25:07.161137,live,signal_position_limit,"{""signal"": ""2026-09-17T18:25:06/1001"", ""strategy_code"": ""CFCCPm"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 2}"
2026-09-17T18:25:09.207564,live,signal_position_limit,"{""signal"": ""2026-09-17T18:25:09/1002"", ""strategy_code"": ""CFCTX18m"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 2}"
2026-09-17T19:00:06.507898,live,submitted,"{""key"": ""signal/2026-09-17T19:00:02/1003"", ""detail"": ""已送出賣出 TMF 1 口委託"", ""signal"": {""net_position"": 1, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 1, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": -1, ""CFCPW3m"": 0, ""CFCCPm"": 1, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-17T19:00:02/1003"", ""strategy_code"": ""CFCWIN01m"", ""strategy_name"": ""智能引擎1號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": -1}}"
2026-09-17T19:55:07.941208,live,submitted,"{""key"": ""signal/2026-09-17T19:55:05/1004"", ""detail"": ""已送出買進 TMF 1 口委託"", ""signal"": {""net_position"": 2, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 1, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": -1, ""CFCPW3m"": 0, ""CFCCPm"": 1, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 1, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-17T19:55:05/1004"", ""strategy_code"": ""CFCTX23m"", ""strategy_name"": ""財神列車23號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": 1}}"
2026-09-17T22:30:05.415717,live,signal_position_limit,"{""signal"": ""2026-09-17T22:30:04/1005"", ""strategy_code"": ""CFCWIN01m"", ""delta"": 2, ""projected_position"": 4, ""max_position"": 2}"
2026-09-17T23:41:36.646108,live,signal_position_limit,"{""signal"": ""2026-09-17T23:41:35/1006"", ""strategy_code"": ""CFCTX17m"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 2}"
2026-09-18T01:00:03.398155,live,no_order_needed,"{""key"": ""2026-09-18T01:00:00/flat"", ""detail"": ""查詢庫存為空手，無需送單"", ""signal"": null}"
2026-09-18T05:05:02.693231,live,daily_reset,"{""previous_positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": -1, ""CFCPW3m"": 1, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 1, ""CFCTX23m"": 1, ""CFCTX15m"": 0}, ""cycle"": ""2026-09-18T01:00:00"", ""confirmed_flat"": true}"
2026-09-18T08:50:12.927742,live,alert,"{""message"": ""上次送單途中中斷，須核對券商委託及JSON部位；暫停新單""}"
2026-09-18T09:16:05.424320,live,signal_blocked,"{""signal"": ""2026-09-18T09:16:04/1009"", ""strategy_code"": ""CFCTX16m"", ""new_position"": 0, ""reason"": ""上次送單途中中斷，須核對券商委託及JSON部位""}"
2026-09-18T09:16:08.486357,live,signal_blocked,"{""signal"": ""2026-09-18T09:16:07/1010"", ""strategy_code"": ""CFCTX22m"", ""new_position"": 0, ""reason"": ""上次送單途中中斷，須核對券商委託及JSON部位""}"
2026-09-18T09:16:47.126735,live,signal_blocked,"{""signal"": ""2026-09-18T09:16:46/1011"", ""strategy_code"": ""CFC07m"", ""new_position"": 0, ""reason"": ""上次送單途中中斷，須核對券商委託及JSON部位""}"
2026-09-18T09:16:53.242270,live,signal_blocked,"{""signal"": ""2026-09-18T09:16:52/1012"", ""strategy_code"": ""CFCTX17m"", ""new_position"": 0, ""reason"": ""上次送單途中中斷，須核對券商委託及JSON部位""}"
2026-09-18T09:48:22.309679,live,recovery_skipped_no_retry,"{""target"": -1, ""key"": ""signal/2026-09-18T08:50:03/1007"", ""reason"": ""TMF實際庫存與JSON目標不一致""}"
2026-09-18T11:15:07.853868,live,failed_no_retry,"{""key"": ""signal/2026-09-18T11:15:02/1013"", ""detail"": ""本次送單失敗或送出結果不明（BrokerOrderError）；不重送，繼續等新訊號"", ""signal"": {""net_position"": 1, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 1, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-18T11:15:02/1013"", ""strategy_code"": ""CFCTX16m"", ""strategy_name"": ""財神列車16號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": 1}}"
2026-09-18T11:15:10.847775,live,failed_no_retry,"{""key"": ""signal/2026-09-18T11:15:05/1014"", ""detail"": ""本次送單失敗或送出結果不明（BrokerOrderError）；不重送，繼續等新訊號"", ""signal"": {""net_position"": 2, ""positions"": {""CFC07m"": 1, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 1, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-18T11:15:05/1014"", ""strategy_code"": ""CFC07m"", ""strategy_name"": ""財神列車7號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": 1}}"
2026-09-18T12:15:29.239514,live,failed_no_retry,"{""key"": ""signal/2026-09-18T12:15:25/1015"", ""detail"": ""本次送單失敗或送出結果不明（BrokerOrderError）；不重送，繼續等新訊號"", ""signal"": {""net_position"": 3, ""positions"": {""CFC07m"": 1, ""CFCTX17m"": 1, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 1, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-18T12:15:25/1015"", ""strategy_code"": ""CFCTX17m"", ""strategy_name"": ""財神列車17號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": 1}}"
2026-09-18T12:50:03.681875,live,signal_no_change,"{""signal"": ""2026-09-18T12:50:02/1016"", ""strategy_code"": ""CFCTX18m""}"
2026-09-18T12:50:29.125087,live,signal_position_limit,"{""signal"": ""2026-09-18T12:50:28/1017"", ""strategy_code"": ""CFCCPm"", ""delta"": 1, ""projected_position"": 3, ""max_position"": 2}"
2026-09-18T18:50:12.197450,live,recovery_skipped_no_retry,"{""target"": 1, ""key"": ""signal/2026-09-18T18:50:03/1018"", ""reason"": ""有未確認結束的 TMF 委託；不重複下單""}"
2026-09-18T20:07:43.128210,live,no_order_needed,"{""key"": ""signal/2026-09-18T20:07:39/1019"", ""detail"": ""目前庫存已符合最終口數，無需下單"", ""signal"": {""net_position"": -1, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": -1, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-18T20:07:39/1019"", ""strategy_code"": ""CFCWIN01m"", ""strategy_name"": ""智能引擎1號"", ""signal_previous_position"": 1, ""previous_position"": 0, ""new_position"": -1}}"
2026-09-18T20:07:45.988134,live,failed_no_retry,"{""key"": ""signal/2026-09-18T20:07:42/1020"", ""detail"": ""本次送單失敗或送出結果不明（BrokerOrderError）；不重送，繼續等新訊號"", ""signal"": {""net_position"": -1, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": -1, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-18T20:07:42/1020"", ""strategy_code"": ""CFC07m"", ""strategy_name"": ""財神列車7號"", ""signal_previous_position"": 1, ""previous_position"": 1, ""new_position"": 0}}"
2026-09-18T20:07:48.859260,live,failed_no_retry,"{""key"": ""signal/2026-09-18T20:07:44/1021"", ""detail"": ""本次送單失敗或送出結果不明（BrokerOrderError）；不重送，繼續等新訊號"", ""signal"": {""net_position"": -1, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": -1, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-18T20:07:44/1021"", ""strategy_code"": ""CFCTX16m"", ""strategy_name"": ""財神列車16號"", ""signal_previous_position"": 1, ""previous_position"": 1, ""new_position"": 0}}"
2026-09-18T21:37:34.947100,live,signal_position_limit,"{""signal"": ""2026-09-18T21:37:34/1022"", ""strategy_code"": ""CFCTX16m"", ""delta"": -1, ""projected_position"": -3, ""max_position"": 2}"
2026-09-18T21:37:38.002665,live,signal_position_limit,"{""signal"": ""2026-09-18T21:37:37/1023"", ""strategy_code"": ""CFC07m"", ""delta"": -1, ""projected_position"": -3, ""max_position"": 2}"
2026-09-19T01:00:03.436386,live,no_order_needed,"{""key"": ""2026-09-19T01:00:00/flat"", ""detail"": ""目前庫存已符合最終口數，無需下單"", ""signal"": null}"
2026-09-19T05:05:01.929444,live,daily_reset,"{""previous_positions"": {""CFC07m"": 0, ""CFCTX17m"": 1, ""CFCTX18m"": -1, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": -1, ""CFCPW3m"": 0, ""CFCCPm"": -1, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""cycle"": ""2026-09-19T01:00:00"", ""confirmed_flat"": true}"
2026-09-21T08:45:05.515312,live,failed_no_retry,"{""key"": ""signal/2026-09-21T08:45:03/1028"", ""detail"": ""本次送單失敗或送出結果不明（Exception）；不重送，繼續等新訊號"", ""signal"": {""net_position"": 0, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-21T08:45:03/1028"", ""strategy_code"": ""CFCTX18m"", ""strategy_name"": ""財神列車18號"", ""signal_previous_position"": -1, ""previous_position"": 0, ""new_position"": 0}}"
2026-09-21T09:02:27.185706,live,failed_no_retry,"{""key"": ""signal/2026-09-21T09:02:24/1029"", ""detail"": ""本次送單失敗或送出結果不明（Exception）；不重送，繼續等新訊號"", ""signal"": {""net_position"": 0, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 0, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-21T09:02:24/1029"", ""strategy_code"": ""CFCWIN01m"", ""strategy_name"": ""智能引擎1號"", ""signal_previous_position"": -1, ""previous_position"": 0, ""new_position"": 0}}"
2026-09-21T09:22:45.994034,live,failed_no_retry,"{""key"": ""signal/2026-09-21T09:22:43/1031"", ""detail"": ""本次送單失敗或送出結果不明（Exception）；不重送，繼續等新訊號"", ""signal"": {""net_position"": 1, ""positions"": {""CFC07m"": 0, ""CFCTX17m"": 0, ""CFCTX18m"": 0, ""CFCTX19m"": 0, ""CFCTX20m"": 0, ""CFCTX21m"": 0, ""CFCWIN01m"": 0, ""CFCPW3m"": 0, ""CFCCPm"": 0, ""CFCTX16m"": 1, ""CFCTX22m"": 0, ""CFCTX23m"": 0, ""CFCTX15m"": 0}, ""source"": ""pure_ef_new_signals"", ""unit"": 1, ""last_signal"": ""2026-09-21T09:22:43/1031"", ""strategy_code"": ""CFCTX16m"", ""strategy_name"": ""財神列車16號"", ""signal_previous_position"": 0, ""previous_position"": 0, ""new_position"": 1}}"
