timestamp,action,side,price,pnl_points,reason,target_price,stop_price,signal_time
2026-07-22 11:27:00,enter,bear,45061.0,,regression_channel_deviation,44888.96994535519,45161.0,2026-07-22 11:25:00
2026-07-22 11:42:00,exit,bear,44888.96994535519,172.03005464481248,regression_center,,,
2026-07-22 12:57:00,enter,bull,44896.0,,regression_channel_deviation,45019.97431693989,44796.0,2026-07-22 12:55:00
2026-07-22 13:09:00,exit,bull,44796.0,-100.0,fixed_stop,,,
2026-07-23 09:09:00,enter,bull,44977.0,,regression_channel_deviation,45148.13879781421,44877.0,2026-07-23 09:07:00
2026-07-23 09:12:00,exit,bull,44877.0,-100.0,fixed_stop,,,
2026-07-24 09:27:00,enter,bear,44441.0,,regression_channel_deviation,44230.44972677596,44541.0,2026-07-24 09:25:00
2026-07-24 09:52:00,exit,bear,44230.44972677596,210.55027322404203,regression_center,,,
2026-07-24 12:31:00,enter,bear,43907.0,,regression_channel_deviation,43786.632786885246,44007.0,2026-07-24 12:29:00
2026-07-24 12:40:00,exit,bear,43786.632786885246,120.36721311475412,regression_center,,,
2026-07-28 11:26:00,enter,bear,42035.0,,regression_channel_deviation,41876.916393442625,42135.0,2026-07-28 11:24:00
2026-07-28 11:30:00,exit,bear,41876.916393442625,158.08360655737488,regression_center,,,
2026-07-28 11:40:00,enter,bear,42188.0,,regression_channel_deviation,41967.866120218576,42288.0,2026-07-28 11:38:00
2026-07-28 12:53:00,exit,bear,41967.866120218576,220.13387978142418,regression_center,,,
2026-07-29 09:07:00,enter,bull,41536.0,,regression_channel_deviation,41799.16502732241,41436.0,2026-07-29 09:05:00
2026-07-29 09:09:00,exit,bull,41436.0,-100.0,fixed_stop,,,
2026-07-29 12:55:00,enter,bear,40009.0,,regression_channel_deviation,39672.09289617486,40109.0,2026-07-29 12:53:00
2026-07-29 12:55:00,exit,bear,40109.0,-100.0,fixed_stop,,,
2026-07-30 11:14:00,enter,bull,40462.0,,regression_channel_deviation,40613.534426229504,40362.0,2026-07-30 11:12:00
2026-07-30 11:16:00,exit,bull,40362.0,-100.0,fixed_stop,,,
