timestamp,action,side,price,pnl_points,reason,target_price,stop_price,signal_time
2026-08-04 09:36:00,enter,bear,43228.0,,regression_channel_deviation,42864.28360655738,43328.0,2026-08-04 09:34:00
2026-08-04 09:44:00,exit,bear,43328.0,-100.0,fixed_stop,,,
2026-08-04 11:10:00,enter,bull,43163.0,,regression_channel_deviation,43285.17540983606,43063.0,2026-08-04 11:08:00
2026-08-04 11:11:00,exit,bull,43063.0,-100.0,fixed_stop,,,
2026-08-05 09:18:00,enter,bull,44352.0,,regression_channel_deviation,44581.784153005465,44252.0,2026-08-05 09:16:00
2026-08-05 09:19:00,exit,bull,44252.0,-100.0,fixed_stop,,,
2026-08-06 13:04:00,enter,bear,44413.0,,regression_channel_deviation,44285.79508196721,44513.0,2026-08-06 13:02:00
2026-08-06 13:20:00,exit,bear,44367.0,46.0,13:20_force_flat,,,
2026-08-07 09:00:00,enter,bear,44701.0,,regression_channel_deviation,44548.633879781424,44801.0,2026-08-07 08:58:00
2026-08-07 09:04:00,exit,bear,44548.633879781424,152.36612021857582,regression_center,,,
2026-08-07 09:16:00,enter,bull,44302.0,,regression_channel_deviation,44581.12513661202,44202.0,2026-08-07 09:14:00
2026-08-07 09:39:00,exit,bull,44202.0,-100.0,fixed_stop,,,
2026-08-07 10:17:00,enter,bear,44426.0,,regression_channel_deviation,44277.26338797815,44526.0,2026-08-07 10:15:00
2026-08-07 10:45:00,exit,bear,44277.26338797815,148.7366120218503,regression_center,,,
2026-08-07 13:05:00,enter,bear,44290.0,,regression_channel_deviation,44087.86994535519,44390.0,2026-08-07 13:03:00
2026-08-07 13:20:00,exit,bear,44279.0,11.0,13:20_force_flat,,,
2026-08-10 09:00:00,enter,bull,44790.0,,regression_channel_deviation,44945.53278688525,44690.0,2026-08-10 08:58:00
2026-08-10 09:00:00,exit,bull,44690.0,-100.0,fixed_stop,,,
2026-08-10 09:26:00,enter,bear,45168.0,,regression_channel_deviation,44872.38087431694,45268.0,2026-08-10 09:24:00
2026-08-10 09:34:00,exit,bear,44872.38087431694,295.61912568305706,regression_center,,,
2026-08-10 13:09:00,enter,bear,44957.0,,regression_channel_deviation,44834.151912568304,45057.0,2026-08-10 13:07:00
2026-08-10 13:17:00,exit,bear,45057.0,-100.0,fixed_stop,,,
2026-08-11 09:09:00,enter,bull,44602.0,,regression_channel_deviation,44821.3693989071,44502.0,2026-08-11 09:07:00
2026-08-11 09:10:00,exit,bull,44821.3693989071,219.36939890710346,regression_center,,,
2026-08-11 10:34:00,enter,bear,44890.0,,regression_channel_deviation,44743.33715846994,44990.0,2026-08-11 10:32:00
2026-08-11 11:24:00,exit,bear,44990.0,-100.0,fixed_stop,,,
2026-08-12 09:05:00,enter,bear,45460.0,,regression_channel_deviation,45336.006557377055,45560.0,2026-08-12 09:03:00
2026-08-12 09:07:00,exit,bear,45336.006557377055,123.99344262294471,regression_center,,,
2026-08-12 09:23:00,enter,bull,45194.0,,regression_channel_deviation,45361.433333333334,45094.0,2026-08-12 09:21:00
2026-08-12 09:44:00,exit,bull,45361.433333333334,167.4333333333343,regression_center,,,
2026-08-12 11:42:00,enter,bull,45366.0,,regression_channel_deviation,45492.839890710384,45266.0,2026-08-12 11:40:00
2026-08-12 12:37:00,exit,bull,45492.839890710384,126.83989071038377,regression_center,,,
2026-08-13 10:30:00,enter,bull,45933.0,,regression_channel_deviation,46084.88360655737,45833.0,2026-08-13 10:28:00
2026-08-13 12:34:00,exit,bull,46084.88360655737,151.8836065573705,regression_center,,,
2026-08-19 09:23:00,enter,bear,44787.0,,regression_channel_deviation,44555.105464480876,44887.0,2026-08-19 09:21:00
2026-08-19 10:09:00,exit,bear,44555.105464480876,231.89453551912447,regression_center,,,
2026-08-19 10:11:00,enter,bull,44599.0,,regression_channel_deviation,44745.261202185786,44499.0,2026-08-19 10:09:00
2026-08-19 10:29:00,exit,bull,44745.261202185786,146.2612021857858,regression_center,,,
2026-08-19 12:14:00,enter,bull,44647.0,,regression_channel_deviation,44770.33169398907,44547.0,2026-08-19 12:12:00
2026-08-19 12:49:00,exit,bull,44547.0,-100.0,fixed_stop,,,
2026-08-19 13:04:00,enter,bear,44739.0,,regression_channel_deviation,44575.03989071039,44839.0,2026-08-19 13:02:00
2026-08-19 13:16:00,exit,bear,44575.03989071039,163.96010928961186,regression_center,,,
2026-08-20 10:22:00,enter,bull,44578.0,,regression_channel_deviation,44735.30874316939,44478.0,2026-08-20 10:20:00
2026-08-20 10:33:00,exit,bull,44735.30874316939,157.30874316939298,regression_center,,,
2026-08-20 10:54:00,enter,bull,44450.0,,regression_channel_deviation,44642.016393442624,44350.0,2026-08-20 10:52:00
2026-08-20 10:59:00,exit,bull,44642.016393442624,192.01639344262367,regression_center,,,
2026-08-21 09:05:00,enter,bull,44730.0,,regression_channel_deviation,44904.35519125683,44630.0,2026-08-21 09:03:00
2026-08-21 09:06:00,exit,bull,44630.0,-100.0,fixed_stop,,,
2026-08-24 09:58:00,enter,bull,45041.0,,regression_channel_deviation,45218.9519125683,44941.0,2026-08-24 09:56:00
2026-08-24 09:58:00,exit,bull,44941.0,-100.0,fixed_stop,,,
2026-08-25 11:33:00,enter,bear,44561.0,,regression_channel_deviation,44380.65792349727,44661.0,2026-08-25 11:31:00
2026-08-25 12:16:00,exit,bear,44661.0,-100.0,fixed_stop,,,
2026-08-27 08:52:00,enter,bear,46143.0,,regression_channel_deviation,46006.01912568306,46243.0,2026-08-27 08:50:00
2026-08-27 09:02:00,exit,bear,46243.0,-100.0,fixed_stop,,,
2026-08-27 10:43:00,enter,bull,46346.0,,regression_channel_deviation,46479.499453551914,46246.0,2026-08-27 10:41:00
2026-08-27 12:28:00,exit,bull,46246.0,-100.0,fixed_stop,,,
