received_at,event_key,account,strategy_code,source,action,previous_position,new_position,state_reconciled,raw_message
2026-08-27 23:18:23,8855908410:370532,6008770,CFCTX16m,群益Telegram,部位不變,0,1,True,"【08.27 23:18:22】
【訊號通知】【群益】
【6008770】
《策略》CFCTX16m《倉位》0.0 -> 1.0"
2026-08-27 23:53:54,8855908410:370535,6008770,CFCTX23m,群益Telegram,多單進場,0,1,False,"【08.27 23:53:53】
【訊號通知】【群益】
【6008770】
《策略》CFCTX23m《倉位》0.0 -> 1.0"
2026-08-27 23:54:15,8855908410:370537,6008770,CFCTX18m,群益Telegram,空單平倉,-1,0,False,"【08.27 23:53:52】
【訊號通知】【群益】
【6008770】
《策略》CFCTX18m《倉位》-1.0 -> 0.0"
2026-08-27 23:54:59,8855908410:370539,6008770,CFCTX19m,群益Telegram,多單進場,0,1,False,"【08.27 23:54:58】
【訊號通知】【群益】
【6008770】
《策略》CFCTX19m《倉位》0.0 -> 1.0"
2026-08-28 00:05:34,8855908410:370541,6008770,CFCPW3m,群益Telegram,多單進場,0,1,False,"【08.28 00:05:33】
【訊號通知】【群益】
【6008770】
《策略》CFCPW3m《倉位》0.0 -> 1.0"
2026-08-28 00:31:13,8855908410:370543,6008770,CFCCPm,群益Telegram,空單平倉,-1,0,False,"【08.28 00:31:11】
【訊號通知】【群益】
【6008770】
《策略》CFCCPm《倉位》-1.0 -> 0.0"
2026-08-28 01:00:10,8855908410:370545,6008770,CFCWIN01m,群益Telegram,空單平倉,-1,0,False,"【08.28 01:00:09】
【訊號通知】【群益】
【6008770】
《策略》CFCWN01m《倉位》-1.0 -> 0.0"
2026-08-28 09:30:04,8855908410:370597,6008770,CFCTX21m,群益Telegram,多單平倉,1,0,False,"【08.28 09:30:02】
【訊號通知】【群益】
【6008770】
《策略》CFCTX21m《倉位》1.0 -> 0.0"
2026-08-28 09:59:47,8855908410:370631,6008770,CFC07m,群益Telegram,多單平倉,1,0,False,"【08.28 09:59:45】
【訊號通知】【群益】
【6008770】
《策略》CFC07m《倉位》1.0 -> 0.0"
2026-08-28 09:59:47,8855908410:370632,6008770,CFCTX16m,群益Telegram,多單平倉,1,0,False,"【08.28 09:59:46】
【訊號通知】【群益】
【6008770】
《策略》CFCTX16m《倉位》1.0 -> 0.0"
