Record Time,Ticker,Close Price,TradingView Time
2026-02-01 23:22:56,Unknown,77334,1769959260000
2026-02-01 23:23:57,Unknown,77341,1769959320000
2026-02-01 23:24:56,Unknown,77444,1769959380000
2026-02-01 23:25:56,Unknown,77066,1769959500000
