timestamp,action,side,quantity,entry_price,close,h_position_timestamp,h_side,h_entry_price,h_unrealized_points,add_unrealized_points,ma_name,ma_value,reason
2026-05-27 23:51:01,enter,bull,1,44804.0,44804.0,2026-05-22 12:06:00,bull,42302.0,2502.0,0,MA_N200,44749.17,H 浮盈 2502.0 點 >= 750 點，且連續 2 根 close 確認突破 MA_N200
2026-05-27 23:52:01,exit,bull,1,44804.0,44747.0,2026-05-22 12:06:00,bull,42302.0,2445.0,-57.0,MA_N200,44749.49,跌破/站回 MA_N200 停損；本口最高浮盈 0.0 點
2026-05-27 23:54:02,enter,bull,1,44835.0,44835.0,2026-05-22 12:06:00,bull,42302.0,2533.0,0,MA_N200,44750.25,H 浮盈 2533.0 點 >= 750 點，且連續 2 根 close 確認突破 MA_N200
2026-05-28 08:46:58,exit,bull,1,44835.0,45180.0,2026-05-28 08:46:07,bear,45145.0,-35.0,345.0,MA_N200,44866.2,H 主單已出場/反向/換倉，跟隨出場
