h_entry_time,h_exit_time,h_side,h_points,entry_time,exit_time,hedge_side,entry_price,exit_price,entry_avg,exit_avg,invalid_score,guard_points,combined_points,reason
2026-05-06 09:52:05,2026-05-06 23:26:05,bear,-577.0,2026-05-06 16:20:00,2026-05-06 22:59:00,bull,41540.0,41864.0,1095.0,999.0,0,321.0,-256.0,exit: H strategy ended
2026-05-12 09:35:06,2026-05-12 15:01:08,bear,304.0,2026-05-12 12:23:00,2026-05-12 13:22:00,bull,42213.0,42008.0,1016.0,-11.0,0,-208.0,96.0,stop: avg reverted
2026-05-12 15:01:08,2026-05-12 22:28:05,bull,-330.0,2026-05-12 19:13:00,2026-05-12 22:28:00,bear,41453.0,41209.0,-809.0,-1123.0,2,241.0,-89.0,exit: H strategy ended
2026-05-19 15:01:05,2026-05-19 22:18:02,bull,-277.0,2026-05-19 17:28:00,2026-05-19 22:18:00,bear,40160.0,39966.0,-2374.0,-2070.0,4,191.0,-86.0,exit: H strategy ended
